customer_id,acquisition_date,campaign_id,channel,first_order_value,customer_segment,email_hash
21,2024-01-23,1,paid_search,65.37,medium_value,2df243d619ffa3c619d06e190e54edee26c19e441573c5c00eaa8dfe516ec863
22,2024-01-23,1,paid_search,77.31,medium_value,e0183d906d7f0bf2467048427dc28945220b447449fcc6b39560f0580eb7f46f
23,2024-01-23,1,paid_search,44.2,low_value,c82acc426c20c9bac4f5c8c8e1eae6e1f58c1a19eb5cff205118af1ebe23606b
24,2024-01-23,1,paid_search,108.83,high_value,41268760e998bba5c59be52e6eecf3555640e5a7d5d09c38d1410d8b43f5738b
25,2024-01-23,1,paid_search,107.74,high_value,3d6a8e4867dd63df98e6252a89b9ef6acb65f89491884b6bf0b45081ec162de4
26,2024-01-24,1,paid_search,43.26,low_value,87e7609b317012b8b044b0b6786f7c7968468d933de5519287a6b05c0aa4e1d3
27,2024-01-25,1,paid_search,119.98,high_value,0246fc54e13c9d3bd1a1b1688054e183c623f434262facffd6cd96471faf40fc
28,2024-01-25,1,paid_search,97.53,medium_value,8d2217deea7dd8521fb953a84101a6da0e8f0cb08083770998c0f5f132b67319
29,2024-01-25,1,paid_search,93.6,medium_value,82d5e324f0b4a05d9a143cf733d7f2110e89d08a37d458413f5ec9e411c2083c
30,2024-01-26,1,paid_search,43.22,low_value,e48a94243325b61bae35ab60518f8211c034510fad0417b8b74db8f1b5201b5d
31,2024-01-26,1,paid_search,63.95,medium_value,83c9290702c08f5e0e9fd5cf450bd8e8e64388804e12e1a083389518f03171c5
32,2024-01-26,1,paid_search,110.93,high_value,e047d8696480be3e4cf9d896c94a3cf215cb432f865f1cbd9b373c306aa6df65
33,2024-01-26,1,paid_search,68.46,medium_value,b65551038592877b3d1fc2259b6242762e078ae39ad8321930a6a5079c2d8ca4
34,2024-01-27,1,paid_search,124.7,high_value,e346434d3a25448e57dc46cb23b3d7fb1bd0297755ef716e61123472dc893666
35,2024-01-27,1,paid_search,97.13,medium_value,130dd158bc677e2253d0a58360917a3349b30302cf69b71de00196629f081749
36,2024-01-30,1,paid_search,78.52,medium_value,eb8ef0b13a0e9906d87cbb954afc8e29de6c99725ad73f67549edaa25cefac3e
37,2024-01-30,1,paid_search,74.5,medium_value,b21bb6f6081ee919506b54c10c437f0d00e90341ed21dc9c4be5f8723edb0018
38,2024-01-30,1,paid_search,72.14,medium_value,a97c76d56df1aefee6c0e9d1f68239aa7a587dac55b1afbc9879c1825306fc70
39,2024-01-30,1,paid_search,63.92,medium_value,5d7462dfdf35fd1f27bae4847f57a45c10e2a0dbf2e2fd75d1d2b18833dcddd5
40,2024-01-31,1,paid_search,82.17,medium_value,e9907815adb65ff7c79f7c7d971545b06eaaef61c249d0b7996ec63662b53f3c
41,2024-02-01,1,paid_search,100.06,high_value,2090a605ece27de614c3a0d47157942f4ec02bbf364f1f15777641ed8f8df987
42,2024-02-01,1,paid_search,112.57,high_value,6968f5746e489f3c66a18cea9c70c9f84e59c6af0c9398a6d56212fc1368cdc1
43,2024-02-01,1,paid_search,76.26,medium_value,28745df4550ddfb57bd89140b586c7a7488be67b3aca9d522f53f026b9144652
44,2024-02-01,1,paid_search,51.2,medium_value,2b30c088aff0c6dfb025059f2a294db0e29ce68d85fdc55e31e7d1a2d4fbe1d5
45,2024-02-02,1,paid_search,85.98,medium_value,f8db5dd35068526302875fcbf3fbc85219c64901d13ce2355a8751a387b2a649
46,2024-02-04,1,paid_search,98.8,medium_value,6fc656d4f9102a16a75878e3a89936f82de0c1052aa6e8e84c18f1f7b93af132
47,2024-02-04,1,paid_search,114.18,high_value,433d8a20af3af0a8e8e34e4ea9d7f17acbef84f5d2b23c9877e370875366f1a2
48,2024-02-05,1,paid_search,74.31,medium_value,07832a7c8f483b835c2b1e573ebf2da0b0d127bde60b467c0a56d08b5f61b2e1
49,2024-02-05,1,paid_search,97.52,medium_value,a5f9cfeab93692052131c1af6c3cb1bf5ef6a946767c68198bab69880927f14f
50,2024-02-06,1,paid_search,94.27,medium_value,1fe8d71a6547506e0d3a7aabdafbf4862156f2013221d62c9db9f61dc23b1181
51,2024-02-07,1,paid_search,67.87,medium_value,b22248d1ffdc7e95353d55e6daf220c388db62c84acc93dae7711fc196ae458e
52,2024-02-07,1,paid_search,51.69,medium_value,50abf59314b27d1c15fc05290a861be5d552cdd0e02216e75d6dcb22a66cc7c4
53,2024-02-08,1,paid_search,47.93,low_value,bdbb2fe4db711a5160852e59c5ebf0aa0447f91f50718c12578dbe9142dc40ce
54,2024-02-08,1,paid_search,126.51,high_value,7d47349370e7ccfc831b7d644b2d8afddb2b4e7f1ee0b8ad62ac95769ef918c0
55,2024-02-09,1,paid_search,96.95,medium_value,1ff51424ce7fb7906c4c7adcf19d0275fddd377a4b5639d507cd09454e50a429
56,2024-02-10,1,paid_search,115.73,high_value,60a1dcd4857a114416402a7d16844c0ba28dac278b10df6b7d122a5a19fe5dea
57,2024-02-10,1,paid_search,64.7,medium_value,4ad9bfe6953b7a7a4a90a24308036a62961fdddb74ab664d1afb213a3dfa3727
58,2024-02-10,1,paid_search,102.94,high_value,e0325dae167c60858dc780f3f117ebc67adba3f9cb3b63f55376a02df73f9018
59,2024-02-10,1,paid_search,118.35,high_value,cdbcb3c949f3a48c85259eafc22abed432d9840454200eb07b76929007563a78
60,2024-02-11,1,paid_search,67.9,medium_value,2e783df44fd4bffc366789986c81f56871398cfe6c46e5d200f74502c52a9dc5
61,2024-02-12,1,paid_search,55.24,medium_value,64f2d5909689d660bc7c8349d8ea1a582aea706f42f1ad90c2731c569fb9fdd6
62,2024-02-13,1,paid_search,107.57,high_value,15a18735737f06c852599b5e0f42746a75b0e14d6797c1e6f7e03671eb4af591
63,2024-02-14,1,paid_search,118.97,high_value,844cde128dc0fcb0fe9be6fb02f0bb52f17761b5a4f9347efea2e5f534efd52d
64,2024-02-15,1,paid_search,110.96,high_value,f99cc39b7057b74554b841a64ed9692b5bcb127d298b6409eb3eb3c2610229f2
65,2024-02-16,1,paid_search,110.7,high_value,6a811a7360b327d76ca1444259dad9f120e904761813b075594320ad49af202e
66,2024-02-17,1,paid_search,93.5,medium_value,3d9568b4cb7ed91fc93eba60b678fd4f80fa895078acb2a4251eca85a68de198
67,2024-02-17,1,paid_search,98.65,medium_value,b0aa0eab61d54b6c754de067455567a151fc92fa6ca92d7d5dfcc7d4240dbb48
68,2024-02-17,1,paid_search,100.36,high_value,de57075762673245198bef9a975b26c47be329d10f212e4f4f7de4518b3291af
69,2024-02-18,1,paid_search,103.81,high_value,71288563139c0254f737daabf35aef8a518c31ed5ed7128c8d44700b52bf33d3
70,2024-02-19,1,paid_search,98.21,medium_value,f94dbc8eea482f5dd450a72bcdaabe83dd99b94a3e33c25d44e4cff75e60b5c8
71,2024-02-20,1,paid_search,127.28,high_value,1d790eb21f9324489876b83ceb3d4f6f08c6497499e13ce3e5c30354019f0f58
72,2024-02-20,1,paid_search,64.55,medium_value,e03bf36ebd30e34455856cb909958f4b00540c2670993056fb3e9d09e143d036
73,2024-02-20,1,paid_search,78.08,medium_value,df09787710c702dd79d27d8f1be7aa5b456d85a84a9d89b66fcecfd3a4178ab9
74,2024-02-20,1,paid_search,75.5,medium_value,a3cf7ca0a30f343973535180b160095a654795f047fecc1d22e3840cdab2614e
75,2024-02-20,1,paid_search,45.5,low_value,cdc9d45b9fa3513e401fe7a184e310cb1a84ae6d8d77ab2319b7548a793e203e
76,2024-02-21,1,paid_search,102.69,high_value,dfd5da6e824f4e033a4d7cdf300e5b40d391e788ce194860fc1391cfaf21b2af
77,2024-02-21,1,paid_search,91.12,medium_value,1dafd6582788316999a6af5911ea4965c34033c372cadd048c5213b1dee8f8a3
78,2024-02-22,1,paid_search,58.64,medium_value,e688fa41f1624694fb0515f37a9237ca10e9683e770e4ed2b2519a73e3efd259
79,2024-02-22,1,paid_search,104.26,high_value,96ad5063fef1ed5bdf620456970f25076f7660aa0ec4ea66072e619317e121e2
80,2024-02-22,1,paid_search,61.4,medium_value,26722956cbe96f75ce51a1440da9772363660cca8022f1ef5b690f411213a57f
81,2024-02-22,1,paid_search,87.94,medium_value,c4a03ebb0cfa1636b331d149106e759f64e3c883672454e9c099656acc01ac0b
82,2024-02-23,1,paid_search,109.22,high_value,07072c65651fa82b4bc6c6eeb06b015f6003af1333b89695ef1707876062b37b
83,2024-02-24,1,paid_search,119.55,high_value,5c130e958faeaa23b459b1e0b88051a539f82147fe30df1209a9476469a96c45
84,2024-02-25,1,paid_search,99.61,medium_value,08e7d3ae311add771ab32bde1c46d12a78fb890d6a194f7feadb606fa130ad55
85,2024-02-25,1,paid_search,85.62,medium_value,6b39fbafbc76752869088254bef3c6544db8afa9f27f4f94f65c1de9c325e5be
86,2024-02-26,1,paid_search,114.36,high_value,93924e20ca10ed90bb9c4030004ab91f847d8caaf1f1889bc9d2d9a420b2c117
87,2024-02-26,1,paid_search,113.95,high_value,be0ba9fbb5b98e1cfc8b3e6530c2012009015ddf0509e27e0c14c1d5b1bfc63e
88,2024-02-26,1,paid_search,117.0,high_value,98adc0bf158cca63ea61b67f70a1f05c19f7ff62463a387af4338d7b2bd58a6a
89,2024-02-26,1,paid_search,57.9,medium_value,2c60d8ab01e6d457d2ab6b9e1d103cfb38bb8aaf5c23a51417899486b3adeb56
90,2024-02-26,1,paid_search,50.8,medium_value,9bcd87ccccba493e3f9da736e9bb135322a722b348d12f9f3b178a6558b95c04
91,2024-02-27,1,paid_search,53.38,medium_value,bd5eb417d52daaba87a156db93a69af1273eb356e37cd4c65dffc4e0c99533c8
92,2024-02-27,1,paid_search,64.49,medium_value,c974e1c28e0ba460b39c95bf6b74c2c9c639de2d9953dec30930a7f8638a7a6e
93,2024-02-28,1,paid_search,111.21,high_value,61bcbcdef48ebd5fd527add19f7f3fec2e91b492a2b9838bc3966307d7622581
94,2024-02-28,1,paid_search,107.35,high_value,c30e9abfa25d2e384be474ba9c7e1845b7e5edd940dcb6b48591dc9c68ee9120
95,2024-02-28,1,paid_search,58.06,medium_value,74fe0b15280100b49d41a0ac251f2dfb1db038794993a1988096b1f0a7567bb2
96,2024-02-28,1,paid_search,100.28,high_value,7b8f95976105ed2efd34cf7a9040047bb58cd5903cd11f24f305588ba5d211a5
97,2024-02-29,1,paid_search,71.03,medium_value,4ce1866180db8bc46379f62633a9ee851b6e42dce1f3f7272eb3b74bd06b1308
98,2024-03-01,1,paid_search,50.09,medium_value,0b919b256be2682753cad4af873b606216980fc704e38da4041109ff5c57d73d
99,2024-03-01,1,paid_search,72.7,medium_value,3f53a4e322e86be7d5f8b7f15a25fdb6fcda977aaceb8304b4fe98f946cbb021
100,2024-03-02,1,paid_search,105.76,high_value,aa1453ecc4bb32b10bef7cf10e2ad60fab3dd7f3c6f3a2f81137d2478e280456
101,2024-03-03,1,paid_search,68.6,medium_value,cfdd1ac82aa6665662e69f4e77fa882c488cab208c5f282b777de033c0d51590
102,2024-03-04,1,paid_search,109.49,high_value,7a37f351480adc0c7fc16da46f9c43b01af008e212dfaaeb5fea08a504563615
103,2024-03-04,1,paid_search,70.66,medium_value,c7390d6f7384db6747d1d7720332cd5d2de519a08a2d9b61a8f8844d8355f6d4
104,2024-03-05,1,paid_search,64.65,medium_value,88b2d5ff94a4477af517c604e0b9126d25c43493070ba56271f0decddf40f535
105,2024-03-05,1,paid_search,67.49,medium_value,7b45fba7c4f9993246824e03da16d80ff05c1be48b88ed3aa358dd909aff1e72
106,2024-03-05,1,paid_search,114.85,high_value,0033fa1fdae342ceff8fa1e6ac63a27b8384467c5a7627a1801b780f51248af0
107,2024-03-05,1,paid_search,82.5,medium_value,4bb435850bddf97edd9730740d0f593fe200dd9cf0808994b7012f643c369010
108,2024-03-05,1,paid_search,116.14,high_value,360e286f4b52cd9016825d04ba9c4df3c846d3c898c704bc8b7add3733766e18
109,2024-03-06,1,paid_search,92.1,medium_value,7de778d27ba2ea2414eb3ce6e258499efab18d743638bbbb7652434caeb783d3
110,2024-03-06,1,paid_search,122.77,high_value,a626d3bfed3fad7360a3667a39a51a13d9ccecfe10cc9ac1d2802a80aedc0e75
111,2024-03-06,1,paid_search,48.55,low_value,b33787cffef10e9f03606244d334a16068dba64269197a8c5f84af29d7b32e52
112,2024-03-06,1,paid_search,118.1,high_value,ba95f3369fd142eefef9c7cab8b84c3adf9242404180b0cd1a04010cefcc5463
113,2024-03-06,1,paid_search,85.04,medium_value,ec2f1a1610e79fd0271b58952a69ecc0c2ab87dc0e8763751f43a72084a79740
114,2024-03-07,1,paid_search,116.24,high_value,6a1d1232b904ae4565de71f1a2774264eb738c15510ab862567ba567650fc041
115,2024-03-07,1,paid_search,74.94,medium_value,b6f77f4e4db812e64c572d686864898e138190a3ee14c35585c746c14fd869ac
116,2024-03-07,1,paid_search,67.86,medium_value,3b82051571988914d9368010e3607288ee88312acd2f014c5149a9f435993ad9
117,2024-03-07,1,paid_search,47.1,low_value,89bd4bc9ae8276d236b364c59e5eb4386bc005feb0a25666896e4d090cd6f3b1
118,2024-03-08,1,paid_search,115.11,high_value,5e8e715c348d0149c8d21dc8c57e575126d4e17e6cea542cc4aeaf168d313eeb
119,2024-03-08,1,paid_search,54.18,medium_value,4f9d539567f33d5f490ca4038d2ffcd45b4cff19b23875a45f6c1268b417e3b5
120,2024-03-09,1,paid_search,59.53,medium_value,675ab13a123170f4a86d4acf45834fc6049962b3f3554103bd5714f66d5416ae
121,2024-03-10,1,paid_search,77.28,medium_value,a7c08e5a627c07ad8ba5f49f92fdeb7323cccfdfcddd931c63f4926548aaf1c0
122,2024-03-11,1,paid_search,90.9,medium_value,0eeea889b0ade6d44a97720f36d82ec3a52614f5676f1b7d2986b36d3f3716b8
123,2024-03-12,1,paid_search,119.56,high_value,9349cf407fac17bf682d71262c961300c5e153cc54d4a38c7f5170463c2a2f07
124,2024-03-12,1,paid_search,81.39,medium_value,63319b0e7746c7ae1820fac04239a886e168b6e8e7c070d61057befc7cb525f8
125,2024-03-13,1,paid_search,69.39,medium_value,5cf0d539d9a2c948ea2b4a5d2a82b0f861b8a6e7a8aa18bf8dfa4203b30edc89
126,2024-03-13,1,paid_search,103.33,high_value,c0bea64083d4b7f564a4d0e2f63fbaccc055d95b6a51b35cafd7729230ee9f8f
127,2024-03-13,1,paid_search,108.71,high_value,cab411e8592ef7923519e55a492d85beb701651ee81d4c630a7d0cc94af8af9c
128,2024-03-13,1,paid_search,83.94,medium_value,2c3475d6be12543bf240f686c78eaeefc7843c497a676590782b8a997c7a2bf1
129,2024-03-13,1,paid_search,96.14,medium_value,3d868e8e1bbe80968334f77bac5e620411b4e2644737a29d718b89fffed7c04c
130,2024-03-14,1,paid_search,57.53,medium_value,aa67e96980b7d25da3de5b46c3d3a33074a5858dc190b6d23ee9a28194bbcbcd
131,2024-03-14,1,paid_search,96.43,medium_value,ef1a335bf5076902bff0f9137420af67c92e097b0a1f6964d9f4ae3bb0ba8cdf
132,2024-03-15,1,paid_search,42.9,low_value,015dc046f188f705849b37e50afd950f4ab8787b4abe02b4328572ab38a63aa2
133,2024-03-16,1,paid_search,65.75,medium_value,d7279a3954aa858a3b664f4bc0bd1a67db20951c624f42e94c21156dbb0a5f11
134,2024-03-16,1,paid_search,107.2,high_value,5185731c3da61d4030d3987390396768982dca81210cc45628051fcfe4df7881
135,2024-03-16,1,paid_search,56.83,medium_value,00b246b591ff50ea6f02e4fc0faeb17084a7d229f189fea382944852c4ec4431
136,2024-03-17,1,paid_search,107.48,high_value,cac0c7cb3b9d167e04c88d3d5d4eaea03fa5a665032c50cb6d3161904383c28f
137,2024-03-17,1,paid_search,84.11,medium_value,5871ebf4f78ce2f8325a3a8870caffc0bfacfe7ad1011769538bf208c0519708
138,2024-03-18,1,paid_search,107.4,high_value,7b52fa40c6a9749da2144c0f91e85e90f309c11013ade6faa3ef5827f67e8ffe
139,2024-03-19,1,paid_search,49.98,low_value,68b6449dde121c1ee55da743668fa2d0dbd1ee4955534490bb6d834bae69914c
140,2024-03-19,1,paid_search,94.73,medium_value,cec542915c8bbdd36e16b66f56079f2ec5c87d595cdd784ebe705d9efef0c989
141,2024-03-20,1,paid_search,96.35,medium_value,1489d7cee894a8fca3917b6204e9a4ad2b68e26ecacc4dee088296ba2aa34c59
142,2024-03-21,1,paid_search,76.79,medium_value,5041d7844e5231c4019cab52839baf9c2d57535c98987151a20e17d402c4fa11
143,2024-03-22,1,paid_search,124.55,high_value,46ee429000abdead9b48aa2370ed9d8be800cfa10971695bf09a0cdd8471a052
144,2024-03-22,1,paid_search,75.08,medium_value,d94713dd32626a70d03a6067add468b7a280ec657147d28e7005e39c40ac4c4b
145,2024-03-22,1,paid_search,45.71,low_value,4ff4c7fbdbda4e6a52eeb4f41043971565167e59f672a0a6187b7d86768bd042
146,2024-03-23,1,paid_search,59.45,medium_value,8de878f5c9b2b0240cc14d0e4906c3f2b44e547a3a444856fa64ba1edb8cb44b
147,2024-03-24,1,paid_search,74.21,medium_value,c1f14a11272f7c7516e4887514639177631fb70305e3a69323a0c699b1e36de9
148,2024-03-24,1,paid_search,43.7,low_value,f086635264540bdf038f62b6f2df4edfeb8dc130e81e51d06a3151d726f27b21
149,2024-03-24,1,paid_search,69.89,medium_value,c3e65750874782ff21227ccaab01b2d7564cd90775b35eb80a1929bdffb0545a
150,2024-03-25,1,paid_search,113.32,high_value,cf4ee34cda2526c8f43e2c720f6efbfa09d5943d3a07495338ed1ce11ebc7903
151,2024-03-25,1,paid_search,58.7,medium_value,144edca6cca897a1fce592e4be2e3dfc57eac4b215d9215bd4695c1c85b013d0
152,2024-03-25,1,paid_search,100.02,high_value,b96d03fea4c6bc690220291c8544f57d23007209a3a075aac901b13e38b0f790
153,2024-03-26,1,paid_search,95.77,medium_value,dc56e4e244cb9382f2b188bcc0c11dd462aeb8f60221ddca891007225ba3c56f
154,2024-03-26,1,paid_search,63.65,medium_value,6712d9526cfeda046c812815fe5890f5017a1da4dfad826ab2fc07ad4fff9e37
155,2024-03-27,1,paid_search,101.45,high_value,9fdaf70648c881cb30ea54e9e03d65def1521256979a9d2545f1576bdd183974
156,2024-03-27,1,paid_search,71.77,medium_value,73ede9eb115ff962596c966ae3e3df1fddb76598f77821b0a89d19694d5da846
157,2024-03-28,1,paid_search,53.46,medium_value,b41490c6686a334c0ee5251969123cd04eb73aac9d2843eec069a887801b1959
158,2024-03-29,1,paid_search,75.1,medium_value,d0ba5c53e9adf185d54d8c99b98e0c4e9944b098364a6e780671cbb06e666645
159,2024-03-30,1,paid_search,92.54,medium_value,b29f6a86bf9a29d352708a62009f1d31eef867873bb216a2e822f1ddc3706b38
160,2024-03-30,1,paid_search,56.7,medium_value,cc84a957c86eb7a43fef3d6d6c0d26c59f17d1bd3a5c6e74e2d0e7ceaa1490fd
161,2024-02-22,2,social,86.05,medium_value,3ab3b0d8dba74e6c1ba332bffdb2378d8ebd225edd0ec39bfb17ff4c502d64b4
162,2024-02-22,2,social,51.88,medium_value,04c77a5522a50e741f7c82fa21ed6eeed0f0a0ebbcdad86347f9e60df5c05709
163,2024-02-22,2,social,51.4,medium_value,f21c1ebcb08966b350958fe491749a315b3b3daa1be724a8cd032271f3b172d2
164,2024-02-23,2,social,79.81,medium_value,f9aae7ae40a385eb6b5f02c9ea99655c260aea90daf708256ae3528b353f18c9
165,2024-02-23,2,social,71.26,medium_value,fee27190898d089ae2ea9bde49bb5708c585aad9cab3ff618b95b3c2a1180a4b
166,2024-02-24,2,social,54.46,medium_value,1e6fa866d05af370c3c9883aefc824cd4c262db51606bacc9f2d32772f69d227
167,2024-02-24,2,social,90.22,medium_value,735ac45760339021cdc8e9f95d85f1bfab822dcb2238e1ec90d0760ab3f34f4b
168,2024-02-24,2,social,97.21,medium_value,1f4fd7bfa363086d47c4ba2742c6a9b1d33ccae3d24965d482b17d997b9bc7db
169,2024-02-24,2,social,54.78,medium_value,7f1da5c7d41849a59a730b7c35c13f735431a56507081618d059ba37dd895661
170,2024-02-24,2,social,91.09,medium_value,59860d23cb231a6d92f559172974ff026a922748bb8333f2db16dd55e5445a2c
171,2024-02-24,2,social,55.85,medium_value,9de439c8f4815a83a4ea55009b730e56e69201aaeb6aa17fe79560b2b88399cb
172,2024-02-24,2,social,44.75,low_value,bb546de922995dadca841d5a996e04c31abcd2ee81af949f6c8cbf26ee8b9e20
173,2024-02-24,2,social,94.13,medium_value,42068e5abdc64fb4c174a373d985437d092e863967b10cc36df508bfa65b5d6f
174,2024-02-25,2,social,92.18,medium_value,933705261345ff50083ce31f2ed1cbe99498fb33d0c5d1ab816a41125d81eabf
175,2024-02-26,2,social,58.72,medium_value,b7f16588a5f42d8d0a49518542820741d087549ec2f4281e0458bc2be7478013
176,2024-02-26,2,social,47.35,low_value,256a4a17a438afa5132f073e8040ae86ca07793a3860095ff998769a15685016
177,2024-02-26,2,social,79.77,medium_value,5459c3b1e7a1e60b857026e9a2d5e8b17391a07bbb6f211846017e93640f9011
178,2024-02-27,2,social,41.03,low_value,082d4d4d4307fdf098e9cffd3a922768d9faf7bf874004d32ee8f342380a5bb9
179,2024-02-27,2,social,80.21,medium_value,6dc75c1fb9d83039cea205ffe33579df453dd7343757a5c57497ff51105ac6c3
180,2024-02-27,2,social,70.83,medium_value,749f9a6c7bfe2d1a174c1b55d6defe73b1a15f484a02510f9168991930a6f815
181,2024-02-27,2,social,43.48,low_value,774c92c56a1e1841d50b001c188804cc8afee6b5da9d50c02faf42c89a328e77
182,2024-02-27,2,social,56.33,medium_value,e44ddf4df13554adec064659eac534ef8cbd06748f5f863cde99f6084ac13053
183,2024-02-27,2,social,74.79,medium_value,a9bfb9123c451afcb30ba9f7f26f8598155418d7261accfc2c61e4f87ed92e10
184,2024-02-27,2,social,34.93,low_value,e4231ff430496460137d6a4f9887f7dea2955c4a883b2af6256f24106419888c
185,2024-02-27,2,social,89.48,medium_value,bdf1bf8e264dd95c097da3b0062a8bb533acc0bd069e729ee6cac7a57e24f473
186,2024-02-27,2,social,49.13,low_value,ac1a3848c64ae5ee37a8fee393321d2d0895e1210b2a20a926b23ba44ac836be
187,2024-02-28,2,social,67.26,medium_value,f71ce255527b224297a3a460f244a98c78469c5177d62f6c73f3b100bdee8912
188,2024-02-28,2,social,35.66,low_value,34647d6beb47dccadb9c617d2b62f06e12b4e7c657cd23e771b973b8d24eb894
189,2024-02-28,2,social,97.15,medium_value,c8e5a538170ae27d96f89826f321564da47b2514b4d0a829d3eff34ae07f3b0a
190,2024-02-28,2,social,75.53,medium_value,196d66717d4a495baba12906d196c0869639a02dc952624e20648ec2a2ead7a6
191,2024-02-29,2,social,74.98,medium_value,e249130944bfe4cc5008260dc3c0a165d73a5346d28d83f257067c26fdb6c895
192,2024-02-29,2,social,33.78,low_value,c50d59399850c1c0cd299f17187cc957019b79f20e6bb00ca95f25d3543d8b25
193,2024-02-29,2,social,77.33,medium_value,eca01cb467cab78fc93e6ae926e9592d2132adea20c351692138be996afdacd6
194,2024-02-29,2,social,59.59,medium_value,92e2cebdafd5b174be748930da017db1d3e482ea78d469e9619a02dfb0d9959b
195,2024-02-29,2,social,57.22,medium_value,a02b51c855d5f98ba8940b63d0116f925bf868643fef89d46fd7481046fec069
196,2024-02-29,2,social,68.07,medium_value,3f35cacab63510ad7af60e638e656f64e7b51af00001e1a59ee9ff8f89947221
197,2024-02-29,2,social,63.34,medium_value,f604199b92571048c18672ebf29919dd67965cfb6da5f77c8e8ac9a9a00acc99
198,2024-02-29,2,social,42.45,low_value,c717485159a86e6542b58973a551d9e60d00ce35cab2b4b31a81e1eb863f8725
199,2024-02-29,2,social,77.69,medium_value,d19d1d780a5aad14c60bddc29ca151e5873fdba2a8cf9ef01375ff16d3c07455
200,2024-03-01,2,social,73.47,medium_value,cb0c82b501d291636c27f0a394f7666ec1a00675904075c7ec682d4702347ce2
201,2024-03-01,2,social,52.07,medium_value,71ac849f60559509669fed68179cc3d27b1ecab7158586c42a9d1eb255908eea
202,2024-03-01,2,social,75.51,medium_value,bee6180916b4e875a5d682f4ad6074bd587fcede516a3829ba3a2bf62f3768de
203,2024-03-01,2,social,75.56,medium_value,84b75df768bb1baf221712265e19a4e7962740cbda60900b60d2b2f41301dc33
204,2024-03-01,2,social,50.05,medium_value,303cc869df6a977e20e8b1a44fb4e3f7b1b9c20dadac2b33b87bfcf557de5e04
205,2024-03-01,2,social,71.87,medium_value,0ffb3e91da888495d997722fe14dc97e865d90e7d2e73253d0fb3555a8e8db00
206,2024-03-02,2,social,41.42,low_value,b62dcd469a4783909a24058710af8202091965be27129180ca4b5d0eb9d8c74b
207,2024-03-02,2,social,86.49,medium_value,754e79f42c7629225aeec01ce68b6f42d5b3b42d061b408d185f31ca7fc35ece
208,2024-03-02,2,social,39.32,low_value,b91b59bb2a213f029b403eee2f3c8f9af6d9fe47949c067681fd172263d59faa
209,2024-03-02,2,social,79.22,medium_value,8c23ea27b2ed1f2d67c2cbf5e87b9898ea28193185ca4edfaad11f097301a004
