customer_id,acquisition_date,campaign_id,channel,first_order_value,customer_segment,email_hash,created_at
35,2024-01-27,1,paid_search,97.13,medium_value,130dd158bc677e2253d0a58360917a3349b30302cf69b71de00196629f081749,2026-01-01T19:41:23.03092
36,2024-01-30,1,paid_search,78.52,medium_value,eb8ef0b13a0e9906d87cbb954afc8e29de6c99725ad73f67549edaa25cefac3e,2026-01-01T19:41:23.03092
37,2024-01-30,1,paid_search,74.5,medium_value,b21bb6f6081ee919506b54c10c437f0d00e90341ed21dc9c4be5f8723edb0018,2026-01-01T19:41:23.03092
38,2024-01-30,1,paid_search,72.14,medium_value,a97c76d56df1aefee6c0e9d1f68239aa7a587dac55b1afbc9879c1825306fc70,2026-01-01T19:41:23.03092
39,2024-01-30,1,paid_search,63.92,medium_value,5d7462dfdf35fd1f27bae4847f57a45c10e2a0dbf2e2fd75d1d2b18833dcddd5,2026-01-01T19:41:23.03092
40,2024-01-31,1,paid_search,82.17,medium_value,e9907815adb65ff7c79f7c7d971545b06eaaef61c249d0b7996ec63662b53f3c,2026-01-01T19:41:23.03092
41,2024-02-01,1,paid_search,100.06,high_value,2090a605ece27de614c3a0d47157942f4ec02bbf364f1f15777641ed8f8df987,2026-01-01T19:41:23.03092
42,2024-02-01,1,paid_search,112.57,high_value,6968f5746e489f3c66a18cea9c70c9f84e59c6af0c9398a6d56212fc1368cdc1,2026-01-01T19:41:23.03092
43,2024-02-01,1,paid_search,76.26,medium_value,28745df4550ddfb57bd89140b586c7a7488be67b3aca9d522f53f026b9144652,2026-01-01T19:41:23.03092
44,2024-02-01,1,paid_search,51.2,medium_value,2b30c088aff0c6dfb025059f2a294db0e29ce68d85fdc55e31e7d1a2d4fbe1d5,2026-01-01T19:41:23.03092
45,2024-02-02,1,paid_search,85.98,medium_value,f8db5dd35068526302875fcbf3fbc85219c64901d13ce2355a8751a387b2a649,2026-01-01T19:41:23.03092
46,2024-02-04,1,paid_search,98.8,medium_value,6fc656d4f9102a16a75878e3a89936f82de0c1052aa6e8e84c18f1f7b93af132,2026-01-01T19:41:23.03092
47,2024-02-04,1,paid_search,114.18,high_value,433d8a20af3af0a8e8e34e4ea9d7f17acbef84f5d2b23c9877e370875366f1a2,2026-01-01T19:41:23.03092
48,2024-02-05,1,paid_search,74.31,medium_value,07832a7c8f483b835c2b1e573ebf2da0b0d127bde60b467c0a56d08b5f61b2e1,2026-01-01T19:41:23.03092
49,2024-02-05,1,paid_search,97.52,medium_value,a5f9cfeab93692052131c1af6c3cb1bf5ef6a946767c68198bab69880927f14f,2026-01-01T19:41:23.03092
50,2024-02-06,1,paid_search,94.27,medium_value,1fe8d71a6547506e0d3a7aabdafbf4862156f2013221d62c9db9f61dc23b1181,2026-01-01T19:41:23.03092
51,2024-02-07,1,paid_search,67.87,medium_value,b22248d1ffdc7e95353d55e6daf220c388db62c84acc93dae7711fc196ae458e,2026-01-01T19:41:23.03092
52,2024-02-07,1,paid_search,51.69,medium_value,50abf59314b27d1c15fc05290a861be5d552cdd0e02216e75d6dcb22a66cc7c4,2026-01-01T19:41:23.03092
53,2024-02-08,1,paid_search,47.93,low_value,bdbb2fe4db711a5160852e59c5ebf0aa0447f91f50718c12578dbe9142dc40ce,2026-01-01T19:41:23.03092
54,2024-02-08,1,paid_search,126.51,high_value,7d47349370e7ccfc831b7d644b2d8afddb2b4e7f1ee0b8ad62ac95769ef918c0,2026-01-01T19:41:23.03092
55,2024-02-09,1,paid_search,96.95,medium_value,1ff51424ce7fb7906c4c7adcf19d0275fddd377a4b5639d507cd09454e50a429,2026-01-01T19:41:23.03092
56,2024-02-10,1,paid_search,115.73,high_value,60a1dcd4857a114416402a7d16844c0ba28dac278b10df6b7d122a5a19fe5dea,2026-01-01T19:41:23.03092
57,2024-02-10,1,paid_search,64.7,medium_value,4ad9bfe6953b7a7a4a90a24308036a62961fdddb74ab664d1afb213a3dfa3727,2026-01-01T19:41:23.03092
58,2024-02-10,1,paid_search,102.94,high_value,e0325dae167c60858dc780f3f117ebc67adba3f9cb3b63f55376a02df73f9018,2026-01-01T19:41:23.03092
59,2024-02-10,1,paid_search,118.35,high_value,cdbcb3c949f3a48c85259eafc22abed432d9840454200eb07b76929007563a78,2026-01-01T19:41:23.03092
60,2024-02-11,1,paid_search,67.9,medium_value,2e783df44fd4bffc366789986c81f56871398cfe6c46e5d200f74502c52a9dc5,2026-01-01T19:41:23.03092
61,2024-02-12,1,paid_search,55.24,medium_value,64f2d5909689d660bc7c8349d8ea1a582aea706f42f1ad90c2731c569fb9fdd6,2026-01-01T19:41:23.03092
62,2024-02-13,1,paid_search,107.57,high_value,15a18735737f06c852599b5e0f42746a75b0e14d6797c1e6f7e03671eb4af591,2026-01-01T19:41:23.03092
63,2024-02-14,1,paid_search,118.97,high_value,844cde128dc0fcb0fe9be6fb02f0bb52f17761b5a4f9347efea2e5f534efd52d,2026-01-01T19:41:23.03092
64,2024-02-15,1,paid_search,110.96,high_value,f99cc39b7057b74554b841a64ed9692b5bcb127d298b6409eb3eb3c2610229f2,2026-01-01T19:41:23.03092
65,2024-02-16,1,paid_search,110.7,high_value,6a811a7360b327d76ca1444259dad9f120e904761813b075594320ad49af202e,2026-01-01T19:41:23.03092
66,2024-02-17,1,paid_search,93.5,medium_value,3d9568b4cb7ed91fc93eba60b678fd4f80fa895078acb2a4251eca85a68de198,2026-01-01T19:41:23.03092
67,2024-02-17,1,paid_search,98.65,medium_value,b0aa0eab61d54b6c754de067455567a151fc92fa6ca92d7d5dfcc7d4240dbb48,2026-01-01T19:41:23.03092
68,2024-02-17,1,paid_search,100.36,high_value,de57075762673245198bef9a975b26c47be329d10f212e4f4f7de4518b3291af,2026-01-01T19:41:23.03092
69,2024-02-18,1,paid_search,103.81,high_value,71288563139c0254f737daabf35aef8a518c31ed5ed7128c8d44700b52bf33d3,2026-01-01T19:41:23.03092
70,2024-02-19,1,paid_search,98.21,medium_value,f94dbc8eea482f5dd450a72bcdaabe83dd99b94a3e33c25d44e4cff75e60b5c8,2026-01-01T19:41:23.03092
71,2024-02-20,1,paid_search,127.28,high_value,1d790eb21f9324489876b83ceb3d4f6f08c6497499e13ce3e5c30354019f0f58,2026-01-01T19:41:23.03092
72,2024-02-20,1,paid_search,64.55,medium_value,e03bf36ebd30e34455856cb909958f4b00540c2670993056fb3e9d09e143d036,2026-01-01T19:41:23.03092
73,2024-02-20,1,paid_search,78.08,medium_value,df09787710c702dd79d27d8f1be7aa5b456d85a84a9d89b66fcecfd3a4178ab9,2026-01-01T19:41:23.03092
74,2024-02-20,1,paid_search,75.5,medium_value,a3cf7ca0a30f343973535180b160095a654795f047fecc1d22e3840cdab2614e,2026-01-01T19:41:23.03092
75,2024-02-20,1,paid_search,45.5,low_value,cdc9d45b9fa3513e401fe7a184e310cb1a84ae6d8d77ab2319b7548a793e203e,2026-01-01T19:41:23.03092
76,2024-02-21,1,paid_search,102.69,high_value,dfd5da6e824f4e033a4d7cdf300e5b40d391e788ce194860fc1391cfaf21b2af,2026-01-01T19:41:23.03092
77,2024-02-21,1,paid_search,91.12,medium_value,1dafd6582788316999a6af5911ea4965c34033c372cadd048c5213b1dee8f8a3,2026-01-01T19:41:23.03092
78,2024-02-22,1,paid_search,58.64,medium_value,e688fa41f1624694fb0515f37a9237ca10e9683e770e4ed2b2519a73e3efd259,2026-01-01T19:41:23.03092
79,2024-02-22,1,paid_search,104.26,high_value,96ad5063fef1ed5bdf620456970f25076f7660aa0ec4ea66072e619317e121e2,2026-01-01T19:41:23.03092
80,2024-02-22,1,paid_search,61.4,medium_value,26722956cbe96f75ce51a1440da9772363660cca8022f1ef5b690f411213a57f,2026-01-01T19:41:23.03092
81,2024-02-22,1,paid_search,87.94,medium_value,c4a03ebb0cfa1636b331d149106e759f64e3c883672454e9c099656acc01ac0b,2026-01-01T19:41:23.03092
82,2024-02-23,1,paid_search,109.22,high_value,07072c65651fa82b4bc6c6eeb06b015f6003af1333b89695ef1707876062b37b,2026-01-01T19:41:23.03092
83,2024-02-24,1,paid_search,119.55,high_value,5c130e958faeaa23b459b1e0b88051a539f82147fe30df1209a9476469a96c45,2026-01-01T19:41:23.03092
84,2024-02-25,1,paid_search,99.61,medium_value,08e7d3ae311add771ab32bde1c46d12a78fb890d6a194f7feadb606fa130ad55,2026-01-01T19:41:23.03092
85,2024-02-25,1,paid_search,85.62,medium_value,6b39fbafbc76752869088254bef3c6544db8afa9f27f4f94f65c1de9c325e5be,2026-01-01T19:41:23.03092
86,2024-02-26,1,paid_search,114.36,high_value,93924e20ca10ed90bb9c4030004ab91f847d8caaf1f1889bc9d2d9a420b2c117,2026-01-01T19:41:23.03092
87,2024-02-26,1,paid_search,113.95,high_value,be0ba9fbb5b98e1cfc8b3e6530c2012009015ddf0509e27e0c14c1d5b1bfc63e,2026-01-01T19:41:23.03092
88,2024-02-26,1,paid_search,117.0,high_value,98adc0bf158cca63ea61b67f70a1f05c19f7ff62463a387af4338d7b2bd58a6a,2026-01-01T19:41:23.03092
89,2024-02-26,1,paid_search,57.9,medium_value,2c60d8ab01e6d457d2ab6b9e1d103cfb38bb8aaf5c23a51417899486b3adeb56,2026-01-01T19:41:23.03092
90,2024-02-26,1,paid_search,50.8,medium_value,9bcd87ccccba493e3f9da736e9bb135322a722b348d12f9f3b178a6558b95c04,2026-01-01T19:41:23.03092
91,2024-02-27,1,paid_search,53.38,medium_value,bd5eb417d52daaba87a156db93a69af1273eb356e37cd4c65dffc4e0c99533c8,2026-01-01T19:41:23.03092
92,2024-02-27,1,paid_search,64.49,medium_value,c974e1c28e0ba460b39c95bf6b74c2c9c639de2d9953dec30930a7f8638a7a6e,2026-01-01T19:41:23.03092
93,2024-02-28,1,paid_search,111.21,high_value,61bcbcdef48ebd5fd527add19f7f3fec2e91b492a2b9838bc3966307d7622581,2026-01-01T19:41:23.03092
94,2024-02-28,1,paid_search,107.35,high_value,c30e9abfa25d2e384be474ba9c7e1845b7e5edd940dcb6b48591dc9c68ee9120,2026-01-01T19:41:23.03092
95,2024-02-28,1,paid_search,58.06,medium_value,74fe0b15280100b49d41a0ac251f2dfb1db038794993a1988096b1f0a7567bb2,2026-01-01T19:41:23.03092
96,2024-02-28,1,paid_search,100.28,high_value,7b8f95976105ed2efd34cf7a9040047bb58cd5903cd11f24f305588ba5d211a5,2026-01-01T19:41:23.03092
97,2024-02-29,1,paid_search,71.03,medium_value,4ce1866180db8bc46379f62633a9ee851b6e42dce1f3f7272eb3b74bd06b1308,2026-01-01T19:41:23.03092
98,2024-03-01,1,paid_search,50.09,medium_value,0b919b256be2682753cad4af873b606216980fc704e38da4041109ff5c57d73d,2026-01-01T19:41:23.03092
99,2024-03-01,1,paid_search,72.7,medium_value,3f53a4e322e86be7d5f8b7f15a25fdb6fcda977aaceb8304b4fe98f946cbb021,2026-01-01T19:41:23.03092
100,2024-03-02,1,paid_search,105.76,high_value,aa1453ecc4bb32b10bef7cf10e2ad60fab3dd7f3c6f3a2f81137d2478e280456,2026-01-01T19:41:23.03092
101,2024-03-03,1,paid_search,68.6,medium_value,cfdd1ac82aa6665662e69f4e77fa882c488cab208c5f282b777de033c0d51590,2026-01-01T19:41:23.03092
102,2024-03-04,1,paid_search,109.49,high_value,7a37f351480adc0c7fc16da46f9c43b01af008e212dfaaeb5fea08a504563615,2026-01-01T19:41:23.03092
103,2024-03-04,1,paid_search,70.66,medium_value,c7390d6f7384db6747d1d7720332cd5d2de519a08a2d9b61a8f8844d8355f6d4,2026-01-01T19:41:23.03092
104,2024-03-05,1,paid_search,64.65,medium_value,88b2d5ff94a4477af517c604e0b9126d25c43493070ba56271f0decddf40f535,2026-01-01T19:41:23.03092
105,2024-03-05,1,paid_search,67.49,medium_value,7b45fba7c4f9993246824e03da16d80ff05c1be48b88ed3aa358dd909aff1e72,2026-01-01T19:41:23.03092
106,2024-03-05,1,paid_search,114.85,high_value,0033fa1fdae342ceff8fa1e6ac63a27b8384467c5a7627a1801b780f51248af0,2026-01-01T19:41:23.03092
107,2024-03-05,1,paid_search,82.5,medium_value,4bb435850bddf97edd9730740d0f593fe200dd9cf0808994b7012f643c369010,2026-01-01T19:41:23.03092
108,2024-03-05,1,paid_search,116.14,high_value,360e286f4b52cd9016825d04ba9c4df3c846d3c898c704bc8b7add3733766e18,2026-01-01T19:41:23.03092
109,2024-03-06,1,paid_search,92.1,medium_value,7de778d27ba2ea2414eb3ce6e258499efab18d743638bbbb7652434caeb783d3,2026-01-01T19:41:23.03092
110,2024-03-06,1,paid_search,122.77,high_value,a626d3bfed3fad7360a3667a39a51a13d9ccecfe10cc9ac1d2802a80aedc0e75,2026-01-01T19:41:23.03092
111,2024-03-06,1,paid_search,48.55,low_value,b33787cffef10e9f03606244d334a16068dba64269197a8c5f84af29d7b32e52,2026-01-01T19:41:23.03092
112,2024-03-06,1,paid_search,118.1,high_value,ba95f3369fd142eefef9c7cab8b84c3adf9242404180b0cd1a04010cefcc5463,2026-01-01T19:41:23.03092
113,2024-03-06,1,paid_search,85.04,medium_value,ec2f1a1610e79fd0271b58952a69ecc0c2ab87dc0e8763751f43a72084a79740,2026-01-01T19:41:23.03092
114,2024-03-07,1,paid_search,116.24,high_value,6a1d1232b904ae4565de71f1a2774264eb738c15510ab862567ba567650fc041,2026-01-01T19:41:23.03092
115,2024-03-07,1,paid_search,74.94,medium_value,b6f77f4e4db812e64c572d686864898e138190a3ee14c35585c746c14fd869ac,2026-01-01T19:41:23.03092
116,2024-03-07,1,paid_search,67.86,medium_value,3b82051571988914d9368010e3607288ee88312acd2f014c5149a9f435993ad9,2026-01-01T19:41:23.03092
117,2024-03-07,1,paid_search,47.1,low_value,89bd4bc9ae8276d236b364c59e5eb4386bc005feb0a25666896e4d090cd6f3b1,2026-01-01T19:41:23.03092
118,2024-03-08,1,paid_search,115.11,high_value,5e8e715c348d0149c8d21dc8c57e575126d4e17e6cea542cc4aeaf168d313eeb,2026-01-01T19:41:23.03092
119,2024-03-08,1,paid_search,54.18,medium_value,4f9d539567f33d5f490ca4038d2ffcd45b4cff19b23875a45f6c1268b417e3b5,2026-01-01T19:41:23.03092
120,2024-03-09,1,paid_search,59.53,medium_value,675ab13a123170f4a86d4acf45834fc6049962b3f3554103bd5714f66d5416ae,2026-01-01T19:41:23.03092
121,2024-03-10,1,paid_search,77.28,medium_value,a7c08e5a627c07ad8ba5f49f92fdeb7323cccfdfcddd931c63f4926548aaf1c0,2026-01-01T19:41:23.03092
122,2024-03-11,1,paid_search,90.9,medium_value,0eeea889b0ade6d44a97720f36d82ec3a52614f5676f1b7d2986b36d3f3716b8,2026-01-01T19:41:23.03092
123,2024-03-12,1,paid_search,119.56,high_value,9349cf407fac17bf682d71262c961300c5e153cc54d4a38c7f5170463c2a2f07,2026-01-01T19:41:23.03092
124,2024-03-12,1,paid_search,81.39,medium_value,63319b0e7746c7ae1820fac04239a886e168b6e8e7c070d61057befc7cb525f8,2026-01-01T19:41:23.03092
125,2024-03-13,1,paid_search,69.39,medium_value,5cf0d539d9a2c948ea2b4a5d2a82b0f861b8a6e7a8aa18bf8dfa4203b30edc89,2026-01-01T19:41:23.03092
126,2024-03-13,1,paid_search,103.33,high_value,c0bea64083d4b7f564a4d0e2f63fbaccc055d95b6a51b35cafd7729230ee9f8f,2026-01-01T19:41:23.03092
127,2024-03-13,1,paid_search,108.71,high_value,cab411e8592ef7923519e55a492d85beb701651ee81d4c630a7d0cc94af8af9c,2026-01-01T19:41:23.03092
128,2024-03-13,1,paid_search,83.94,medium_value,2c3475d6be12543bf240f686c78eaeefc7843c497a676590782b8a997c7a2bf1,2026-01-01T19:41:23.03092
129,2024-03-13,1,paid_search,96.14,medium_value,3d868e8e1bbe80968334f77bac5e620411b4e2644737a29d718b89fffed7c04c,2026-01-01T19:41:23.03092
130,2024-03-14,1,paid_search,57.53,medium_value,aa67e96980b7d25da3de5b46c3d3a33074a5858dc190b6d23ee9a28194bbcbcd,2026-01-01T19:41:23.03092
131,2024-03-14,1,paid_search,96.43,medium_value,ef1a335bf5076902bff0f9137420af67c92e097b0a1f6964d9f4ae3bb0ba8cdf,2026-01-01T19:41:23.03092
132,2024-03-15,1,paid_search,42.9,low_value,015dc046f188f705849b37e50afd950f4ab8787b4abe02b4328572ab38a63aa2,2026-01-01T19:41:23.03092
133,2024-03-16,1,paid_search,65.75,medium_value,d7279a3954aa858a3b664f4bc0bd1a67db20951c624f42e94c21156dbb0a5f11,2026-01-01T19:41:23.03092
134,2024-03-16,1,paid_search,107.2,high_value,5185731c3da61d4030d3987390396768982dca81210cc45628051fcfe4df7881,2026-01-01T19:41:23.03092
135,2024-03-16,1,paid_search,56.83,medium_value,00b246b591ff50ea6f02e4fc0faeb17084a7d229f189fea382944852c4ec4431,2026-01-01T19:41:23.03092
136,2024-03-17,1,paid_search,107.48,high_value,cac0c7cb3b9d167e04c88d3d5d4eaea03fa5a665032c50cb6d3161904383c28f,2026-01-01T19:41:23.03092
137,2024-03-17,1,paid_search,84.11,medium_value,5871ebf4f78ce2f8325a3a8870caffc0bfacfe7ad1011769538bf208c0519708,2026-01-01T19:41:23.03092
138,2024-03-18,1,paid_search,107.4,high_value,7b52fa40c6a9749da2144c0f91e85e90f309c11013ade6faa3ef5827f67e8ffe,2026-01-01T19:41:23.03092
139,2024-03-19,1,paid_search,49.98,low_value,68b6449dde121c1ee55da743668fa2d0dbd1ee4955534490bb6d834bae69914c,2026-01-01T19:41:23.03092
140,2024-03-19,1,paid_search,94.73,medium_value,cec542915c8bbdd36e16b66f56079f2ec5c87d595cdd784ebe705d9efef0c989,2026-01-01T19:41:23.03092
141,2024-03-20,1,paid_search,96.35,medium_value,1489d7cee894a8fca3917b6204e9a4ad2b68e26ecacc4dee088296ba2aa34c59,2026-01-01T19:41:23.03092
142,2024-03-21,1,paid_search,76.79,medium_value,5041d7844e5231c4019cab52839baf9c2d57535c98987151a20e17d402c4fa11,2026-01-01T19:41:23.03092
143,2024-03-22,1,paid_search,124.55,high_value,46ee429000abdead9b48aa2370ed9d8be800cfa10971695bf09a0cdd8471a052,2026-01-01T19:41:23.03092
144,2024-03-22,1,paid_search,75.08,medium_value,d94713dd32626a70d03a6067add468b7a280ec657147d28e7005e39c40ac4c4b,2026-01-01T19:41:23.03092
145,2024-03-22,1,paid_search,45.71,low_value,4ff4c7fbdbda4e6a52eeb4f41043971565167e59f672a0a6187b7d86768bd042,2026-01-01T19:41:23.03092
146,2024-03-23,1,paid_search,59.45,medium_value,8de878f5c9b2b0240cc14d0e4906c3f2b44e547a3a444856fa64ba1edb8cb44b,2026-01-01T19:41:23.03092
147,2024-03-24,1,paid_search,74.21,medium_value,c1f14a11272f7c7516e4887514639177631fb70305e3a69323a0c699b1e36de9,2026-01-01T19:41:23.03092
148,2024-03-24,1,paid_search,43.7,low_value,f086635264540bdf038f62b6f2df4edfeb8dc130e81e51d06a3151d726f27b21,2026-01-01T19:41:23.03092
149,2024-03-24,1,paid_search,69.89,medium_value,c3e65750874782ff21227ccaab01b2d7564cd90775b35eb80a1929bdffb0545a,2026-01-01T19:41:23.03092
150,2024-03-25,1,paid_search,113.32,high_value,cf4ee34cda2526c8f43e2c720f6efbfa09d5943d3a07495338ed1ce11ebc7903,2026-01-01T19:41:23.03092
151,2024-03-25,1,paid_search,58.7,medium_value,144edca6cca897a1fce592e4be2e3dfc57eac4b215d9215bd4695c1c85b013d0,2026-01-01T19:41:23.03092
152,2024-03-25,1,paid_search,100.02,high_value,b96d03fea4c6bc690220291c8544f57d23007209a3a075aac901b13e38b0f790,2026-01-01T19:41:23.03092
153,2024-03-26,1,paid_search,95.77,medium_value,dc56e4e244cb9382f2b188bcc0c11dd462aeb8f60221ddca891007225ba3c56f,2026-01-01T19:41:23.03092
154,2024-03-26,1,paid_search,63.65,medium_value,6712d9526cfeda046c812815fe5890f5017a1da4dfad826ab2fc07ad4fff9e37,2026-01-01T19:41:23.03092
155,2024-03-27,1,paid_search,101.45,high_value,9fdaf70648c881cb30ea54e9e03d65def1521256979a9d2545f1576bdd183974,2026-01-01T19:41:23.03092
156,2024-03-27,1,paid_search,71.77,medium_value,73ede9eb115ff962596c966ae3e3df1fddb76598f77821b0a89d19694d5da846,2026-01-01T19:41:23.03092
157,2024-03-28,1,paid_search,53.46,medium_value,b41490c6686a334c0ee5251969123cd04eb73aac9d2843eec069a887801b1959,2026-01-01T19:41:23.03092
158,2024-03-29,1,paid_search,75.1,medium_value,d0ba5c53e9adf185d54d8c99b98e0c4e9944b098364a6e780671cbb06e666645,2026-01-01T19:41:23.03092
159,2024-03-30,1,paid_search,92.54,medium_value,b29f6a86bf9a29d352708a62009f1d31eef867873bb216a2e822f1ddc3706b38,2026-01-01T19:41:23.03092
160,2024-03-30,1,paid_search,56.7,medium_value,cc84a957c86eb7a43fef3d6d6c0d26c59f17d1bd3a5c6e74e2d0e7ceaa1490fd,2026-01-01T19:41:23.03092
161,2024-02-22,2,social,86.05,medium_value,3ab3b0d8dba74e6c1ba332bffdb2378d8ebd225edd0ec39bfb17ff4c502d64b4,2026-01-01T19:41:23.03092
162,2024-02-22,2,social,51.88,medium_value,04c77a5522a50e741f7c82fa21ed6eeed0f0a0ebbcdad86347f9e60df5c05709,2026-01-01T19:41:23.03092
163,2024-02-22,2,social,51.4,medium_value,f21c1ebcb08966b350958fe491749a315b3b3daa1be724a8cd032271f3b172d2,2026-01-01T19:41:23.03092
164,2024-02-23,2,social,79.81,medium_value,f9aae7ae40a385eb6b5f02c9ea99655c260aea90daf708256ae3528b353f18c9,2026-01-01T19:41:23.03092
165,2024-02-23,2,social,71.26,medium_value,fee27190898d089ae2ea9bde49bb5708c585aad9cab3ff618b95b3c2a1180a4b,2026-01-01T19:41:23.03092
166,2024-02-24,2,social,54.46,medium_value,1e6fa866d05af370c3c9883aefc824cd4c262db51606bacc9f2d32772f69d227,2026-01-01T19:41:23.03092
167,2024-02-24,2,social,90.22,medium_value,735ac45760339021cdc8e9f95d85f1bfab822dcb2238e1ec90d0760ab3f34f4b,2026-01-01T19:41:23.03092
