performance_id,date,campaign_id,impressions,clicks,conversions,spend,revenue,created_at,campaign_name,channel,target_audience
108,2024-03-22,2,23357,495,8,504.51,595.03,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
109,2024-03-23,2,17206,383,7,371.66,402.23,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
110,2024-03-24,2,11796,180,2,254.81,109.35,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
111,2024-03-25,2,23166,487,8,500.4,599.9,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
112,2024-03-26,2,18719,318,4,404.33,272.55,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
113,2024-03-27,2,15722,224,2,339.6,152.35,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
114,2024-03-28,2,24171,530,9,522.11,696.43,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
115,2024-03-29,2,23531,502,8,508.28,599.33,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
116,2024-03-30,2,9924,127,1,214.37,71.15,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
117,2024-03-31,2,12485,202,2,269.68,152.4,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
118,2024-04-01,2,23429,498,8,506.08,595.73,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
119,2024-04-02,2,23531,502,8,508.27,471.5,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
120,2024-04-03,2,23252,490,8,502.26,438.48,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
121,2024-04-04,2,24261,534,9,524.06,668.91,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
122,2024-04-05,2,16530,247,3,357.05,219.69,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
123,2024-04-06,2,13552,238,3,292.74,179.8,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
124,2024-04-07,2,16343,346,6,353.02,347.5,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
125,2024-04-08,2,14164,182,1,305.96,57.02,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
126,2024-04-09,2,17789,287,3,384.25,223.42,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
127,2024-04-10,2,25389,585,11,548.41,651.83,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
128,2024-04-11,2,21516,420,6,464.76,374.35,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
129,2024-04-12,2,25558,592,11,552.07,725.36,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
130,2024-04-13,2,17542,398,7,378.91,384.99,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
131,2024-04-14,2,17801,410,7,384.52,396.5,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
132,2024-04-15,2,25337,582,11,547.29,647.92,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
133,2024-04-16,2,15173,208,2,327.74,126.6,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
134,2024-04-17,2,22552,461,7,487.14,421.09,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
135,2024-04-18,2,21097,403,6,455.7,391.78,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
136,2024-04-19,2,18467,309,4,398.89,267.97,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
137,2024-04-20,2,11840,181,2,255.75,140.86,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
138,2024-04-21,2,9732,122,1,210.22,76.06,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
139,2024-04-22,2,20290,373,5,438.28,353.53,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
140,2024-04-23,2,22712,468,8,490.59,555.49,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
141,2024-04-24,2,18217,301,4,393.5,215.28,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
142,2024-04-25,2,21787,430,7,470.61,424.1,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
143,2024-04-26,2,17618,281,3,380.57,222.15,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
144,2024-04-27,2,15713,320,5,339.42,299.04,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
145,2024-04-28,2,12294,195,2,265.56,125.24,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
146,2024-04-29,2,18671,316,4,403.31,238.75,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
147,2024-04-30,2,15397,215,2,332.6,125.86,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
148,2024-05-01,2,25073,570,10,541.59,696.1,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
149,2024-05-02,2,24626,550,10,531.93,680.03,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
150,2024-05-03,2,17464,276,3,377.23,198.74,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
151,2024-05-04,2,9721,122,1,209.99,59.46,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
152,2024-05-05,2,13299,229,3,287.26,201.24,2026-01-01T19:41:22.293473,Social Campaign 2,social,55+
153,2024-08-04,3,2965,113,3,259.44,251.43,2026-01-01T19:41:22.293473,Paid Search Campaign 3,paid_search,25-34
154,2024-08-05,3,3741,126,3,327.38,225.8,2026-01-01T19:41:22.293473,Paid Search Campaign 3,paid_search,25-34
155,2024-08-06,3,3813,131,3,333.69,295.92,2026-01-01T19:41:22.293473,Paid Search Campaign 3,paid_search,25-34
156,2024-08-07,3,4564,188,5,399.39,368.85,2026-01-01T19:41:22.293473,Paid Search Campaign 3,paid_search,25-34
157,2024-08-08,3,2910,76,1,254.66,85.53,2026-01-01T19:41:22.293473,Paid Search Campaign 3,paid_search,25-34
158,2024-08-09,3,4185,158,4,366.2,317.59,2026-01-01T19:41:22.293473,Paid Search Campaign 3,paid_search,25-34
159,2024-08-10,3,3231,134,3,282.76,280.62,2026-01-01T19:41:22.293473,Paid Search Campaign 3,paid_search,25-34
160,2024-08-11,3,2994,115,3,262.02,226.91,2026-01-01T19:41:22.293473,Paid Search Campaign 3,paid_search,25-34
161,2024-08-12,3,3176,91,1,277.92,68.83,2026-01-01T19:41:22.293473,Paid Search Campaign 3,paid_search,25-34
162,2024-08-13,3,3282,97,2,287.23,168.31,2026-01-01T19:41:22.293473,Paid Search Campaign 3,paid_search,25-34
163,2024-08-14,3,4689,198,5,410.32,352.38,2026-01-01T19:41:22.293473,Paid Search Campaign 3,paid_search,25-34
164,2024-08-15,3,3677,122,2,321.74,178.82,2026-01-01T19:41:22.293473,Paid Search Campaign 3,paid_search,25-34
165,2024-08-16,3,3165,90,1,276.97,91.68,2026-01-01T19:41:22.293473,Paid Search Campaign 3,paid_search,25-34
166,2024-08-17,3,2704,94,2,236.6,152.59,2026-01-01T19:41:22.293473,Paid Search Campaign 3,paid_search,25-34
167,2024-08-18,3,2967,113,3,259.63,204.57,2026-01-01T19:41:22.293473,Paid Search Campaign 3,paid_search,25-34
168,2024-08-19,3,4459,179,5,390.22,470.91,2026-01-01T19:41:22.293473,Paid Search Campaign 3,paid_search,25-34
169,2024-08-20,3,2961,79,1,259.09,82.45,2026-01-01T19:41:22.293473,Paid Search Campaign 3,paid_search,25-34
170,2024-08-21,3,3122,88,1,273.19,100.57,2026-01-01T19:41:22.293473,Paid Search Campaign 3,paid_search,25-34
171,2024-08-22,3,3917,138,3,342.8,209.12,2026-01-01T19:41:22.293473,Paid Search Campaign 3,paid_search,25-34
172,2024-08-23,3,3292,97,2,288.11,193.69,2026-01-01T19:41:22.293473,Paid Search Campaign 3,paid_search,25-34
173,2024-08-24,3,2642,90,2,231.2,190.5,2026-01-01T19:41:22.293473,Paid Search Campaign 3,paid_search,25-34
174,2024-08-25,3,2985,114,3,261.27,304.77,2026-01-01T19:41:22.293473,Paid Search Campaign 3,paid_search,25-34
175,2024-08-26,3,4097,151,3,358.57,300.9,2026-01-01T19:41:22.293473,Paid Search Campaign 3,paid_search,25-34
176,2024-08-27,3,4786,206,6,418.8,532.98,2026-01-01T19:41:22.293473,Paid Search Campaign 3,paid_search,25-34
177,2024-08-28,3,4385,173,4,383.77,340.65,2026-01-01T19:41:22.293473,Paid Search Campaign 3,paid_search,25-34
178,2024-08-29,3,4644,194,5,406.42,433.14,2026-01-01T19:41:22.293473,Paid Search Campaign 3,paid_search,25-34
179,2024-08-30,3,4799,207,6,419.98,559.71,2026-01-01T19:41:22.293473,Paid Search Campaign 3,paid_search,25-34
180,2024-08-31,3,2671,92,2,233.8,153.63,2026-01-01T19:41:22.293473,Paid Search Campaign 3,paid_search,25-34
181,2024-09-01,3,2301,68,1,201.4,89.68,2026-01-01T19:41:22.293473,Paid Search Campaign 3,paid_search,25-34
182,2024-09-02,3,4494,182,5,393.24,428.62,2026-01-01T19:41:22.293473,Paid Search Campaign 3,paid_search,25-34
183,2024-09-03,3,4170,157,4,364.94,309.35,2026-01-01T19:41:22.293473,Paid Search Campaign 3,paid_search,25-34
184,2024-09-04,3,2893,75,1,253.17,77.71,2026-01-01T19:41:22.293473,Paid Search Campaign 3,paid_search,25-34
185,2024-09-05,3,3345,101,2,292.69,157.74,2026-01-01T19:41:22.293473,Paid Search Campaign 3,paid_search,25-34
186,2024-09-15,4,4256,78,1,91.94,55.6,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
187,2024-09-16,4,4980,75,0,107.57,0.0,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
188,2024-09-17,4,6672,134,2,144.13,107.34,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
189,2024-09-18,4,5608,95,1,121.14,66.11,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
190,2024-09-19,4,5637,96,1,121.77,57.38,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
191,2024-09-20,4,5652,96,1,122.1,75.53,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
192,2024-09-21,4,4365,82,1,94.3,70.08,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
193,2024-09-22,4,5045,110,2,108.99,143.81,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
194,2024-09-23,4,5511,92,1,119.04,52.15,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
195,2024-09-24,4,5409,88,1,116.84,71.59,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
196,2024-09-25,4,7196,156,2,155.45,153.58,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
197,2024-09-26,4,5648,96,1,122.02,71.44,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
198,2024-09-27,4,6101,112,1,131.8,67.68,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
199,2024-09-28,4,3459,51,0,74.72,0.0,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
200,2024-09-29,4,3996,69,0,86.32,0.0,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
201,2024-09-30,4,5353,86,1,115.64,69.66,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
202,2024-10-01,4,5596,94,1,120.89,56.29,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
203,2024-10-02,4,5821,102,1,125.74,55.32,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
204,2024-10-03,4,6372,123,1,137.66,52.7,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
205,2024-10-04,4,5559,93,1,120.09,66.67,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
206,2024-10-05,4,2976,38,0,64.3,0.0,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
207,2024-10-06,4,3247,45,0,70.15,0.0,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
208,2024-10-07,4,4335,56,0,93.64,0.0,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
209,2024-10-08,4,4910,73,0,106.06,0.0,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
210,2024-10-09,4,6868,143,2,148.35,123.71,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
211,2024-10-10,4,6835,141,2,147.64,147.26,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
212,2024-10-11,4,5054,77,0,109.19,0.0,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
213,2024-10-12,4,2957,37,0,63.89,0.0,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
214,2024-10-13,4,5402,126,2,116.7,122.2,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
215,2024-10-14,4,6472,126,2,139.8,144.62,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
216,2024-10-15,4,6478,127,2,139.93,143.22,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
217,2024-10-16,4,7539,172,3,162.85,171.55,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
218,2024-10-17,4,4228,54,0,91.34,0.0,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
219,2024-10-18,4,4605,64,0,99.49,0.0,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
220,2024-10-19,4,4315,80,1,93.22,57.67,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
221,2024-10-20,4,4653,93,1,100.52,71.94,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
222,2024-10-21,4,4753,68,0,102.69,0.0,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
223,2024-10-22,4,6820,141,2,147.33,109.96,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
224,2024-10-23,4,7074,151,2,152.82,154.17,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
225,2024-10-24,4,4541,62,0,98.09,0.0,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
226,2024-10-25,4,5267,84,1,113.78,69.61,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
227,2024-10-26,4,5298,121,2,114.45,124.63,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
228,2024-10-27,4,4692,95,1,101.36,53.98,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
229,2024-10-28,4,6616,132,2,142.92,136.62,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
230,2024-10-29,4,4519,61,0,97.62,0.0,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
231,2024-10-30,4,7185,156,2,155.2,135.22,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
232,2024-10-31,4,4587,63,0,99.09,0.0,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
233,2024-11-01,4,6944,146,2,150.0,122.05,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
